mq6_gas,mq7_gas,temperature,humidity,label,is_anomaly
314.901424590337,32.88120158988649,29.643010539025557,44.282883917705355,Safe,0
295.8520709648645,32.73292945808073,30.389001073892693,44.83672048129845,Safe,0
319.43065614302077,26.021784136849924,29.805237877909715,45.32147439293791,Safe,0
345.69089569224076,33.349549041492814,31.22083609389224,49.734307308230896,Safe,0
292.97539875829995,38.66414540910873,33.394357062923824,41.26391345756628,Safe,0
292.9758912915246,28.628839404616024,29.45791568571759,40.7682650424367,Safe,0
347.37638446522175,40.24241325525296,33.00164099553683,51.18309871071487,Safe,0
323.02304187458725,37.43887410542169,29.436655855306224,42.68677629059351,Safe,0
285.91576842195144,31.328833390144812,29.30474557500623,38.68482323211467,Safe,0
316.2768013075789,34.292351813310766,32.637189236686424,42.57435028950065,Safe,0
286.0974692156261,42.99160903820516,32.84387275601523,43.34973632377999,Safe,0
286.0281073928923,38.66773906752933,32.70281987352531,52.77481363862882,Safe,0
307.258868146981,35.043918274490736,28.368405183563716,49.62413106188369,Safe,0
242.60159266026605,33.81158341519508,30.068098043855898,50.73760308316121,Safe,0
248.25246502460902,35.3830453522583,32.64597718400664,49.09986821173393,Safe,0
283.1313741227708,32.44118221028848,31.08308368112779,49.73121835807657,Safe,0
269.6150663899673,24.476252471404926,28.852614307605073,41.55958936709841,Safe,0
309.4274199778582,45.210889552673656,31.916635878250883,44.00698922323258,Safe,0
272.75927773436365,35.776624995997004,29.57038548201706,40.050423434882255,Safe,0
257.6308889599413,36.99073632561269,34.58904969678442,43.947559847314835,Safe,0
343.96946306764664,34.71046125061546,34.08968292483652,48.4205249546737,Safe,0
293.22671098540394,31.32441599637706,32.20819485271114,45.672916424061235,Safe,0
302.0258461406377,34.07037759525615,33.72201340953955,51.55740409480148,Safe,0
257.2575544135963,27.003026189028443,31.12958270024676,39.2929210388639,Safe,0
283.66851826424454,46.385432490266524,71.44116773760031,13.379550645445486,Warning,1
303.327677691296,28.82744000788802,33.95544059060415,38.75848599065341,Safe,0
265.47019267733094,29.840168580764104,31.490997363588626,45.47088234586821,Safe,0
311.27094055037014,32.798703978068,30.489625656971434,48.701667112782395,Safe,0
281.98083930243587,455.3712858772264,27.59075608364577,43.9274871658789,Danger,1
291.2491875062017,35.07254499631327,30.833732948557014,47.75563302043478,Safe,0
281.9488016331181,28.81932101984769,32.646846369124624,40.20133832583533,Safe,0
355.5683455352681,41.271691803786695,32.89126685513526,36.68155010901808,Safe,0
299.595083257862,38.65500313392741,32.00873013143682,47.78514811243902,Safe,0
268.268672131323,37.69217478608226,29.91740181007552,53.72005117037866,Safe,0
324.67634736309566,38.5786712058542,27.04635686210482,40.01977529915054,Safe,0
263.37469050086935,46.97180950291225,30.00956980399053,51.11097090053398,Safe,0
306.26590785014264,45.925474475180565,30.391310257892098,45.21711704408205,Safe,0
241.20989628360672,31.566423284983525,30.37414206561997,38.32154239153462,Safe,0
260.1544185330471,43.11942496405576,32.23711271395585,39.34247349323919,Safe,0
305.9058370760737,36.915840948794504,34.97135282202968,45.07892386680325,Safe,0
